wavelength_nm,detector_V
1569.0450,0.060383
1569.0460,0.061153
1569.0470,0.059444
1569.0480,0.062893
1569.0490,0.061127
1569.0500,0.058945
1569.0510,0.057466
1569.0520,0.061363
1569.0530,0.057457
1569.0540,0.061021
1569.0550,0.060849
1569.0560,0.060463
1569.0570,0.056690
1569.0580,0.057030
1569.0590,0.054660
1569.0600,0.056731
1569.0610,0.060591
1569.0620,0.055861
1569.0630,0.062226
1569.0640,0.057791
1569.0650,0.055390
1569.0660,0.056584
1569.0670,0.061549
1569.0680,0.059255
1569.0690,0.056440
1569.0700,0.058061
1569.0710,0.057507
1569.0720,0.054054
1569.0730,0.055795
1569.0740,0.049798
1569.0750,0.055482
1569.0760,0.052776
1569.0770,0.056141
1569.0780,0.054882
1569.0790,0.056622
1569.0800,0.054333
1569.0810,0.051322
1569.0820,0.053577
1569.0830,0.054685
1569.0840,0.057221
1569.0850,0.057884
1569.0860,0.050388
1569.0870,0.047318
1569.0880,0.056410
1569.0890,0.047382
1569.0900,0.057510
1569.0910,0.052180
1569.0920,0.052777
1569.0930,0.052741
1569.0940,0.052460
1569.0950,0.055763
1569.0960,0.050914
1569.0970,0.045459
1569.0980,0.050550
1569.0990,0.048790
1569.1000,0.050720
1569.1010,0.049942
1569.1020,0.048266
1569.1030,0.047447
1569.1040,0.051839
1569.1050,0.047051
1569.1060,0.051125
1569.1070,0.050827
1569.1080,0.049129
1569.1090,0.052333
1569.1100,0.050317
1569.1110,0.046198
1569.1120,0.047262
1569.1130,0.050474
1569.1140,0.050026
1569.1150,0.047478
1569.1160,0.053681
1569.1170,0.054041
1569.1180,0.050903
1569.1190,0.050514
1569.1200,0.047419
1569.1210,0.046939
1569.1220,0.048888
1569.1230,0.050437
1569.1240,0.046675
1569.1250,0.043746
1569.1260,0.047401
1569.1270,0.049422
1569.1280,0.047448
1569.1290,0.047710
1569.1300,0.048361
1569.1310,0.039436
1569.1320,0.046287
1569.1330,0.048576
1569.1340,0.050954
1569.1350,0.045738
1569.1360,0.043553
1569.1370,0.047847
1569.1380,0.044567
1569.1390,0.047404
1569.1400,0.045956
1569.1410,0.051325
1569.1420,0.043476
1569.1430,0.046610
1569.1440,0.047890
1569.1450,0.044868
1569.1460,0.045451
1569.1470,0.044105
1569.1480,0.048476
1569.1490,0.046244
1569.1500,0.045830
1569.1510,0.044104
1569.1520,0.043646
1569.1530,0.047103
1569.1540,0.047244
1569.1550,0.046649
1569.1560,0.051329
1569.1570,0.044649
1569.1580,0.049493
1569.1590,0.044964
1569.1600,0.042537
1569.1610,0.048515
1569.1620,0.042538
1569.1630,0.047848
1569.1640,0.049308
1569.1650,0.051744
1569.1660,0.043688
1569.1670,0.049822
1569.1680,0.050298
1569.1690,0.053218
1569.1700,0.052642
1569.1710,0.051814
1569.1720,0.048334
1569.1730,0.050262
1569.1740,0.050568
1569.1750,0.050148
1569.1760,0.048770
1569.1770,0.052344
1569.1780,0.048443
1569.1790,0.054285
1569.1800,0.052632
1569.1810,0.052647
1569.1820,0.054012
1569.1830,0.053488
1569.1840,0.053844
1569.1850,0.047835
1569.1860,0.051237
1569.1870,0.050525
1569.1880,0.053933
1569.1890,0.053724
1569.1900,0.050221
1569.1910,0.051275
1569.1920,0.051854
1569.1930,0.054906
1569.1940,0.054158
1569.1950,0.055219
1569.1960,0.054889
1569.1970,0.053276
1569.1980,0.056007
1569.1990,0.051442
1569.2000,0.056713
1569.2010,0.052117
1569.2020,0.056445
1569.2030,0.058309
1569.2040,0.055371
1569.2050,0.051770
1569.2060,0.058969
1569.2070,0.058071
1569.2080,0.059896
1569.2090,0.053798
1569.2100,0.061179
1569.2110,0.055268
1569.2120,0.060896
1569.2130,0.059035
1569.2140,0.062940
1569.2150,0.062410
1569.2160,0.064544
1569.2170,0.062758
1569.2180,0.067101
1569.2190,0.058393
1569.2200,0.063012
1569.2210,0.056379
1569.2220,0.062481
1569.2230,0.062447
1569.2240,0.060472
1569.2250,0.059040
1569.2260,0.064074
1569.2270,0.060429
1569.2280,0.067402
1569.2290,0.066336
1569.2300,0.064523
1569.2310,0.058760
1569.2320,0.072747
1569.2330,0.064865
1569.2340,0.070873
1569.2350,0.068035
1569.2360,0.067969
1569.2370,0.069497
1569.2380,0.071473
1569.2390,0.070024
1569.2400,0.073296
1569.2410,0.067274
1569.2420,0.070444
1569.2430,0.068508
1569.2440,0.071126
1569.2450,0.069428
1569.2460,0.068525
1569.2470,0.068727
1569.2480,0.071006
1569.2490,0.078260
1569.2500,0.064876
1569.2510,0.068975
1569.2520,0.068369
1569.2530,0.073566
1569.2540,0.070641
1569.2550,0.074088
1569.2560,0.070874
1569.2570,0.074315
1569.2580,0.075043
1569.2590,0.067526
1569.2600,0.067352
1569.2610,0.074162
1569.2620,0.076056
1569.2630,0.076677
1569.2640,0.073820
1569.2650,0.076733
1569.2660,0.074471
1569.2670,0.082613
1569.2680,0.074183
1569.2690,0.076830
1569.2700,0.074137
1569.2710,0.077574
1569.2720,0.076543
1569.2730,0.078841
1569.2740,0.076014
1569.2750,0.075969
1569.2760,0.076476
1569.2770,0.079118
1569.2780,0.081889
1569.2790,0.072077
1569.2800,0.074026
1569.2810,0.079153
1569.2820,0.088400
1569.2830,0.079216
1569.2840,0.080694
1569.2850,0.079218
1569.2860,0.084598
1569.2870,0.079554
1569.2880,0.076582
1569.2890,0.084830
1569.2900,0.078104
1569.2910,0.083557
1569.2920,0.076511
1569.2930,0.090286
1569.2940,0.086723
1569.2950,0.089550
1569.2960,0.086038
1569.2970,0.083866
1569.2980,0.084835
1569.2990,0.088967
1569.3000,0.084792
1569.3010,0.088325
1569.3020,0.087513
1569.3030,0.085765
1569.3040,0.078638
1569.3050,0.088130
1569.3060,0.090603
1569.3070,0.090672
1569.3080,0.091898
1569.3090,0.087964
1569.3100,0.091637
1569.3110,0.088656
1569.3120,0.090132
1569.3130,0.094910
1569.3140,0.091940
1569.3150,0.095448
1569.3160,0.092986
1569.3170,0.093996
1569.3180,0.097223
1569.3190,0.096251
1569.3200,0.087742
1569.3210,0.087951
1569.3220,0.095662
1569.3230,0.096910
1569.3240,0.096299
1569.3250,0.104755
1569.3260,0.093486
1569.3270,0.097623
1569.3280,0.098310
1569.3290,0.098117
1569.3300,0.105962
1569.3310,0.098722
1569.3320,0.099236
1569.3330,0.109176
1569.3340,0.106275
1569.3350,0.103345
1569.3360,0.103062
1569.3370,0.102637
1569.3380,0.106780
1569.3390,0.111280
1569.3400,0.108770
1569.3410,0.116422
1569.3420,0.107388
1569.3430,0.114460
1569.3440,0.110174
1569.3450,0.109586
1569.3460,0.116383
1569.3470,0.107984
1569.3480,0.118964
1569.3490,0.119753
1569.3500,0.123043
1569.3510,0.122936
1569.3520,0.120801
1569.3530,0.117840
1569.3540,0.124048
1569.3550,0.120463
1569.3560,0.117498
1569.3570,0.114546
1569.3580,0.131213
1569.3590,0.118451
1569.3600,0.121837
1569.3610,0.122503
1569.3620,0.122398
1569.3630,0.135623
1569.3640,0.126848
1569.3650,0.121956
1569.3660,0.129286
1569.3670,0.129597
1569.3680,0.133124
1569.3690,0.133641
1569.3700,0.127668
1569.3710,0.129820
1569.3720,0.135843
1569.3730,0.131166
1569.3740,0.136320
1569.3750,0.140890
1569.3760,0.137810
1569.3770,0.139312
1569.3780,0.139643
1569.3790,0.139437
1569.3800,0.145906
1569.3810,0.141679
1569.3820,0.138256
1569.3830,0.140011
1569.3840,0.143824
1569.3850,0.143521
1569.3860,0.152919
1569.3870,0.162108
1569.3880,0.142545
1569.3890,0.141462
1569.3900,0.152401
1569.3910,0.147175
1569.3920,0.154170
1569.3930,0.155216
1569.3940,0.151681
1569.3950,0.153775
1569.3960,0.151704
1569.3970,0.146429
1569.3980,0.156484
1569.3990,0.147189
1569.4000,0.154606
1569.4010,0.155444
1569.4020,0.151125
1569.4030,0.154525
1569.4040,0.157629
1569.4050,0.155513
1569.4060,0.149283
1569.4070,0.159985
1569.4080,0.154063
1569.4090,0.153285
1569.4100,0.150377
1569.4110,0.158252
1569.4120,0.153851
1569.4130,0.159333
1569.4140,0.156737
1569.4150,0.154908
1569.4160,0.157454
1569.4170,0.153985
1569.4180,0.148787
1569.4190,0.160430
1569.4200,0.152797
1569.4210,0.161053
1569.4220,0.163451
1569.4230,0.159485
1569.4240,0.171893
1569.4250,0.161325
1569.4260,0.165113
1569.4270,0.166474
1569.4280,0.161246
1569.4290,0.163588
1569.4300,0.152088
1569.4310,0.157679
1569.4320,0.157685
1569.4330,0.157641
1569.4340,0.162875
1569.4350,0.159377
1569.4360,0.161162
1569.4370,0.166248
1569.4380,0.159714
1569.4390,0.160875
1569.4400,0.166606
1569.4410,0.167292
1569.4420,0.166408
1569.4430,0.161688
1569.4440,0.161978
1569.4450,0.171217
1569.4460,0.168291
1569.4470,0.168420
1569.4480,0.166423
1569.4490,0.166640
1569.4500,0.166286
1569.4510,0.173050
1569.4520,0.158926
1569.4530,0.163862
1569.4540,0.165290
1569.4550,0.167917
1569.4560,0.171704
1569.4570,0.176924
1569.4580,0.171795
1569.4590,0.180109
1569.4600,0.174738
1569.4610,0.171984
1569.4620,0.173754
1569.4630,0.171966
1569.4640,0.176738
1569.4650,0.172262
1569.4660,0.172148
1569.4670,0.177512
1569.4680,0.175767
1569.4690,0.177940
1569.4700,0.177442
1569.4710,0.182449
1569.4720,0.183883
1569.4730,0.178906
1569.4740,0.181602
1569.4750,0.175003
1569.4760,0.178857
1569.4770,0.193170
1569.4780,0.180341
1569.4790,0.197830
1569.4800,0.194465
1569.4810,0.192023
1569.4820,0.187098
1569.4830,0.191666
1569.4840,0.191960
1569.4850,0.188124
1569.4860,0.191300
1569.4870,0.205891
1569.4880,0.193045
1569.4890,0.205711
1569.4900,0.195663
1569.4910,0.196911
1569.4920,0.196199
1569.4930,0.204026
1569.4940,0.208196
1569.4950,0.209762
1569.4960,0.203352
1569.4970,0.214941
1569.4980,0.209973
1569.4990,0.214933
1569.5000,0.210145
1569.5010,0.212582
1569.5020,0.211921
1569.5030,0.207882
1569.5040,0.218493
1569.5050,0.217878
1569.5060,0.214481
1569.5070,0.216791
1569.5080,0.225797
1569.5090,0.225398
1569.5100,0.225970
1569.5110,0.224098
1569.5120,0.231834
1569.5130,0.225781
1569.5140,0.230735
1569.5150,0.233901
1569.5160,0.227072
1569.5170,0.238272
1569.5180,0.233534
1569.5190,0.233406
1569.5200,0.234747
1569.5210,0.235576
1569.5220,0.247540
1569.5230,0.233326
1569.5240,0.249166
1569.5250,0.248193
1569.5260,0.241820
1569.5270,0.243570
1569.5280,0.255213
1569.5290,0.250072
1569.5300,0.252748
1569.5310,0.250359
1569.5320,0.257415
1569.5330,0.247342
1569.5340,0.250940
1569.5350,0.248527
1569.5360,0.256298
1569.5370,0.253898
1569.5380,0.266402
1569.5390,0.247294
1569.5400,0.242651
1569.5410,0.257436
1569.5420,0.248202
1569.5430,0.257654
1569.5440,0.265183
1569.5450,0.260876
1569.5460,0.262405
1569.5470,0.260172
1569.5480,0.259871
1569.5490,0.254541
1569.5500,0.255665
1569.5510,0.258480
1569.5520,0.270066
1569.5530,0.268636
1569.5540,0.260324
1569.5550,0.256085
1569.5560,0.271017
1569.5570,0.268619
1569.5580,0.266700
1569.5590,0.269520
1569.5600,0.264674
1569.5610,0.261750
1569.5620,0.258032
1569.5630,0.255272
1569.5640,0.264947
1569.5650,0.272479
1569.5660,0.262203
1569.5670,0.261948
1569.5680,0.268924
1569.5690,0.267402
1569.5700,0.271565
1569.5710,0.269259
1569.5720,0.269826
1569.5730,0.276153
1569.5740,0.259253
1569.5750,0.265127
1569.5760,0.260840
1569.5770,0.257402
1569.5780,0.279084
1569.5790,0.268566
1569.5800,0.251466
1569.5810,0.269153
1569.5820,0.269018
1569.5830,0.271916
1569.5840,0.261371
1569.5850,0.254643
1569.5860,0.274189
1569.5870,0.259079
1569.5880,0.274215
1569.5890,0.259843
1569.5900,0.260909
1569.5910,0.259329
1569.5920,0.260773
1569.5930,0.258418
1569.5940,0.276431
1569.5950,0.274650
1569.5960,0.258878
1569.5970,0.256609
1569.5980,0.269731
1569.5990,0.267498
1569.6000,0.268184
1569.6010,0.273320
1569.6020,0.262814
1569.6030,0.271401
1569.6040,0.257323
1569.6050,0.269623
1569.6060,0.266451
1569.6070,0.275409
1569.6080,0.275281
1569.6090,0.267057
1569.6100,0.273644
1569.6110,0.286708
1569.6120,0.270617
1569.6130,0.270651
1569.6140,0.266259
1569.6150,0.275861
1569.6160,0.277987
1569.6170,0.275629
1569.6180,0.266655
1569.6190,0.278377
1569.6200,0.283446
1569.6210,0.290457
1569.6220,0.271402
1569.6230,0.279746
1569.6240,0.272957
1569.6250,0.273762
1569.6260,0.278665
1569.6270,0.287262
1569.6280,0.285960
1569.6290,0.285598
1569.6300,0.287759
1569.6310,0.291033
1569.6320,0.288496
1569.6330,0.278742
1569.6340,0.295976
1569.6350,0.286987
1569.6360,0.295423
1569.6370,0.285328
1569.6380,0.301280
1569.6390,0.300148
1569.6400,0.292804
1569.6410,0.309061
1569.6420,0.308208
1569.6430,0.302257
1569.6440,0.316683
1569.6450,0.308627
1569.6460,0.293987
1569.6470,0.308001
1569.6480,0.311248
1569.6490,0.303219
1569.6500,0.317542
1569.6510,0.313407
1569.6520,0.314353
1569.6530,0.309500
1569.6540,0.320563
1569.6550,0.319700
1569.6560,0.316551
1569.6570,0.326063
1569.6580,0.341369
1569.6590,0.322035
1569.6600,0.323856
1569.6610,0.323743
1569.6620,0.346804
1569.6630,0.333797
1569.6640,0.323774
1569.6650,0.341122
1569.6660,0.329482
1569.6670,0.347380
1569.6680,0.341319
1569.6690,0.347460
1569.6700,0.340252
1569.6710,0.333705
1569.6720,0.351396
1569.6730,0.354276
1569.6740,0.359691
1569.6750,0.354142
1569.6760,0.352023
1569.6770,0.353671
1569.6780,0.359085
1569.6790,0.352905
1569.6800,0.348262
1569.6810,0.357352
1569.6820,0.365422
1569.6830,0.371947
1569.6840,0.362242
1569.6850,0.362389
1569.6860,0.376761
1569.6870,0.367141
1569.6880,0.366062
1569.6890,0.377924
1569.6900,0.366353
1569.6910,0.386257
1569.6920,0.379923
1569.6930,0.365718
1569.6940,0.377121
1569.6950,0.350914
1569.6960,0.383250
1569.6970,0.384481
1569.6980,0.373715
1569.6990,0.375824
1569.7000,0.380981
1569.7010,0.384377
1569.7020,0.368679
1569.7030,0.368919
1569.7040,0.373832
1569.7050,0.373077
1569.7060,0.382251
1569.7070,0.371805
1569.7080,0.377183
1569.7090,0.364509
1569.7100,0.374381
1569.7110,0.380154
1569.7120,0.382543
1569.7130,0.383333
1569.7140,0.379307
1569.7150,0.389441
1569.7160,0.386868
1569.7170,0.364290
1569.7180,0.372674
1569.7190,0.367669
1569.7200,0.388769
1569.7210,0.382901
1569.7220,0.376964
1569.7230,0.372132
1569.7240,0.375538
1569.7250,0.366039
1569.7260,0.369125
1569.7270,0.381913
1569.7280,0.371146
1569.7290,0.378678
1569.7300,0.370621
1569.7310,0.371684
1569.7320,0.361790
1569.7330,0.369716
1569.7340,0.369418
1569.7350,0.379500
1569.7360,0.362535
1569.7370,0.382198
1569.7380,0.368869
1569.7390,0.370433
1569.7400,0.368130
1569.7410,0.373487
1569.7420,0.376321
1569.7430,0.360327
1569.7440,0.352484
1569.7450,0.371475
1569.7460,0.366564
1569.7470,0.369543
1569.7480,0.374586
1569.7490,0.352090
1569.7500,0.349297
1569.7510,0.352921
1569.7520,0.373490
1569.7530,0.363756
1569.7540,0.365499
1569.7550,0.359605
1569.7560,0.374429
1569.7570,0.366675
1569.7580,0.361218
1569.7590,0.365619
1569.7600,0.358714
1569.7610,0.361575
1569.7620,0.356304
1569.7630,0.363500
1569.7640,0.354659
1569.7650,0.365468
1569.7660,0.365049
1569.7670,0.363566
1569.7680,0.357674
1569.7690,0.362966
1569.7700,0.365748
1569.7710,0.366531
1569.7720,0.359560
1569.7730,0.359417
1569.7740,0.371063
1569.7750,0.373835
1569.7760,0.353397
1569.7770,0.373424
1569.7780,0.360775
1569.7790,0.370119
1569.7800,0.359646
1569.7810,0.366507
1569.7820,0.376803
1569.7830,0.367934
1569.7840,0.369758
1569.7850,0.368337
1569.7860,0.373606
1569.7870,0.370531
1569.7880,0.383469
1569.7890,0.388277
1569.7900,0.393241
1569.7910,0.372955
1569.7920,0.375865
1569.7930,0.374523
1569.7940,0.383268
1569.7950,0.376584
1569.7960,0.371478
1569.7970,0.387047
1569.7980,0.409520
1569.7990,0.378797
1569.8000,0.390812
1569.8010,0.385646
1569.8020,0.385197
1569.8030,0.394483
1569.8040,0.402075
1569.8050,0.412643
1569.8060,0.396986
1569.8070,0.397463
1569.8080,0.404686
1569.8090,0.426970
1569.8100,0.403090
1569.8110,0.396509
1569.8120,0.404248
1569.8130,0.400447
1569.8140,0.402849
1569.8150,0.424363
1569.8160,0.413035
1569.8170,0.425885
1569.8180,0.426243
1569.8190,0.420530
1569.8200,0.416790
1569.8210,0.422895
1569.8220,0.430554
1569.8230,0.424225
1569.8240,0.448747
1569.8250,0.431891
1569.8260,0.439713
1569.8270,0.434074
1569.8280,0.426976
1569.8290,0.439737
1569.8300,0.432247
1569.8310,0.445793
1569.8320,0.431928
1569.8330,0.430381
1569.8340,0.446277
1569.8350,0.446744
1569.8360,0.445179
1569.8370,0.439735
1569.8380,0.440882
1569.8390,0.444421
1569.8400,0.448992
1569.8410,0.449153
1569.8420,0.443242
1569.8430,0.454763
1569.8440,0.454552
1569.8450,0.448882
1569.8460,0.448738
1569.8470,0.454979
1569.8480,0.449249
1569.8490,0.445676
1569.8500,0.441321
1569.8510,0.449689
1569.8520,0.445381
1569.8530,0.448300
1569.8540,0.453003
1569.8550,0.462871
1569.8560,0.450891
1569.8570,0.474658
1569.8580,0.446389
1569.8590,0.437203
1569.8600,0.446336
1569.8610,0.460564
1569.8620,0.465227
1569.8630,0.440523
1569.8640,0.442167
1569.8650,0.433760
1569.8660,0.450433
1569.8670,0.453233
1569.8680,0.446559
1569.8690,0.445577
1569.8700,0.433388
1569.8710,0.442870
1569.8720,0.442993
1569.8730,0.442633
1569.8740,0.428297
1569.8750,0.428686
1569.8760,0.426254
1569.8770,0.440102
1569.8780,0.440025
1569.8790,0.441904
1569.8800,0.425935
1569.8810,0.434700
1569.8820,0.433361
1569.8830,0.443459
1569.8840,0.438841
1569.8850,0.440534
1569.8860,0.430772
1569.8870,0.415719
1569.8880,0.431323
1569.8890,0.424196
1569.8900,0.419702
1569.8910,0.430411
1569.8920,0.419328
1569.8930,0.416074
1569.8940,0.420666
1569.8950,0.420657
1569.8960,0.422224
1569.8970,0.414177
1569.8980,0.414443
1569.8990,0.404919
1569.9000,0.415533
1569.9010,0.423383
1569.9020,0.421131
1569.9030,0.411812
1569.9040,0.404701
1569.9050,0.422817
1569.9060,0.416531
1569.9070,0.413721
1569.9080,0.413095
1569.9090,0.411062
1569.9100,0.395225
1569.9110,0.416868
1569.9120,0.405588
1569.9130,0.416037
1569.9140,0.418965
1569.9150,0.405695
1569.9160,0.396458
1569.9170,0.413415
1569.9180,0.406588
1569.9190,0.394626
1569.9200,0.405692
1569.9210,0.417933
1569.9220,0.404602
1569.9230,0.404356
1569.9240,0.398710
1569.9250,0.411095
1569.9260,0.404976
1569.9270,0.393899
1569.9280,0.387686
1569.9290,0.412944
1569.9300,0.415307
1569.9310,0.400902
1569.9320,0.401008
1569.9330,0.409212
1569.9340,0.403095
1569.9350,0.426477
1569.9360,0.414141
1569.9370,0.416261
1569.9380,0.420924
1569.9390,0.412957
1569.9400,0.423039
1569.9410,0.426958
1569.9420,0.433683
1569.9430,0.415888
1569.9440,0.422271
1569.9450,0.409625
1569.9460,0.409882
1569.9470,0.432122
1569.9480,0.429786
1569.9490,0.423208
1569.9500,0.434493
1569.9510,0.429032
1569.9520,0.412997
1569.9530,0.436940
1569.9540,0.422063
1569.9550,0.433246
1569.9560,0.421737
1569.9570,0.430175
1569.9580,0.439424
1569.9590,0.441052
1569.9600,0.451888
1569.9610,0.438859
1569.9620,0.439786
1569.9630,0.437796
1569.9640,0.454355
1569.9650,0.451649
1569.9660,0.452540
1569.9670,0.449366
1569.9680,0.455549
1569.9690,0.457748
1569.9700,0.464524
1569.9710,0.468337
1569.9720,0.458001
1569.9730,0.447586
1569.9740,0.466434
1569.9750,0.464844
1569.9760,0.451523
1569.9770,0.453165
1569.9780,0.453126
1569.9790,0.468484
1569.9800,0.471168
1569.9810,0.461608
1569.9820,0.461100
1569.9830,0.486492
1569.9840,0.473600
1569.9850,0.473369
1569.9860,0.462029
1569.9870,0.493176
1569.9880,0.476446
1569.9890,0.463765
1569.9900,0.478825
1569.9910,0.481628
1569.9920,0.491433
1569.9930,0.481484
1569.9940,0.480111
1569.9950,0.478331
1569.9960,0.463207
1569.9970,0.486646
1569.9980,0.485507
1569.9990,0.485576
1570.0000,0.483443
1570.0010,0.478743
1570.0020,0.477201
1570.0030,0.489761
1570.0040,0.467085
1570.0050,0.482933
1570.0060,0.484188
1570.0070,0.479720
1570.0080,0.486429
1570.0090,0.480255
1570.0100,0.487179
1570.0110,0.468500
1570.0120,0.477363
1570.0130,0.483986
1570.0140,0.472415
1570.0150,0.478186
1570.0160,0.470196
1570.0170,0.455752
1570.0180,0.479400
1570.0190,0.474445
1570.0200,0.491201
1570.0210,0.481274
1570.0220,0.458906
1570.0230,0.455180
1570.0240,0.458843
1570.0250,0.471132
1570.0260,0.471227
1570.0270,0.459097
1570.0280,0.475512
1570.0290,0.460819
1570.0300,0.453007
1570.0310,0.469503
1570.0320,0.445845
1570.0330,0.451218
1570.0340,0.468827
1570.0350,0.459765
1570.0360,0.449239
1570.0370,0.439444
1570.0380,0.442261
1570.0390,0.432957
1570.0400,0.455659
1570.0410,0.459097
1570.0420,0.441247
1570.0430,0.441069
1570.0440,0.435805
1570.0450,0.460902
1570.0460,0.438642
1570.0470,0.432257
1570.0480,0.444573
1570.0490,0.437773
1570.0500,0.444021
1570.0510,0.425983
1570.0520,0.444530
1570.0530,0.428827
1570.0540,0.435736
1570.0550,0.417103
1570.0560,0.433092
1570.0570,0.426912
1570.0580,0.425425
1570.0590,0.428800
1570.0600,0.429531
1570.0610,0.434579
1570.0620,0.407136
1570.0630,0.425870
1570.0640,0.422226
1570.0650,0.434712
1570.0660,0.419571
1570.0670,0.419814
1570.0680,0.415373
1570.0690,0.423289
1570.0700,0.423204
1570.0710,0.422685
1570.0720,0.436015
1570.0730,0.426900
1570.0740,0.414257
1570.0750,0.420038
1570.0760,0.413280
1570.0770,0.423357
1570.0780,0.416078
1570.0790,0.410581
1570.0800,0.426895
1570.0810,0.425670
1570.0820,0.425480
1570.0830,0.423196
1570.0840,0.417991
1570.0850,0.423123
1570.0860,0.419213
1570.0870,0.430728
1570.0880,0.446947
1570.0890,0.421882
1570.0900,0.439417
1570.0910,0.439993
1570.0920,0.417616
1570.0930,0.414644
1570.0940,0.443841
1570.0950,0.432223
1570.0960,0.434433
1570.0970,0.436757
1570.0980,0.437416
1570.0990,0.439359
1570.1000,0.428331
1570.1010,0.443591
1570.1020,0.445166
1570.1030,0.461767
1570.1040,0.458093
1570.1050,0.444980
1570.1060,0.453483
1570.1070,0.458252
1570.1080,0.452287
1570.1090,0.446045
1570.1100,0.458758
1570.1110,0.451198
1570.1120,0.467489
1570.1130,0.458704
1570.1140,0.468111
1570.1150,0.457810
1570.1160,0.473702
1570.1170,0.474456
1570.1180,0.476629
1570.1190,0.478484
1570.1200,0.461856
1570.1210,0.447936
1570.1220,0.460359
1570.1230,0.469657
1570.1240,0.472367
1570.1250,0.484634
1570.1260,0.483504
1570.1270,0.467291
1570.1280,0.486104
1570.1290,0.487490
1570.1300,0.483960
1570.1310,0.487678
1570.1320,0.496313
1570.1330,0.475494
1570.1340,0.483615
1570.1350,0.488444
1570.1360,0.483191
1570.1370,0.491830
1570.1380,0.487943
1570.1390,0.484497
1570.1400,0.492191
1570.1410,0.481547
1570.1420,0.498591
1570.1430,0.511879
1570.1440,0.478180
1570.1450,0.498384
1570.1460,0.484060
1570.1470,0.497084
1570.1480,0.511072
1570.1490,0.498213
1570.1500,0.508521
1570.1510,0.510670
1570.1520,0.487740
1570.1530,0.502517
1570.1540,0.493263
1570.1550,0.498083
1570.1560,0.517805
1570.1570,0.510720
1570.1580,0.502463
1570.1590,0.503734
1570.1600,0.488972
1570.1610,0.511772
1570.1620,0.496794
1570.1630,0.514790
1570.1640,0.506723
1570.1650,0.494903
1570.1660,0.505549
1570.1670,0.510182
1570.1680,0.480451
1570.1690,0.484790
1570.1700,0.499153
1570.1710,0.490055
1570.1720,0.487666
1570.1730,0.503474
1570.1740,0.493147
1570.1750,0.489194
1570.1760,0.480187
1570.1770,0.482330
1570.1780,0.477083
1570.1790,0.486031
1570.1800,0.489413
1570.1810,0.483314
1570.1820,0.489202
1570.1830,0.466358
1570.1840,0.475437
1570.1850,0.482075
1570.1860,0.486153
1570.1870,0.467933
1570.1880,0.480279
1570.1890,0.486557
1570.1900,0.478228
1570.1910,0.469355
1570.1920,0.474375
1570.1930,0.459422
1570.1940,0.454894
1570.1950,0.462052
1570.1960,0.464703
1570.1970,0.459298
1570.1980,0.461879
1570.1990,0.478725
1570.2000,0.452451
1570.2010,0.450670
1570.2020,0.441052
1570.2030,0.454879
1570.2040,0.452476
1570.2050,0.445808
1570.2060,0.464860
1570.2070,0.455012
1570.2080,0.457704
1570.2090,0.459117
1570.2100,0.461998
1570.2110,0.453567
1570.2120,0.454057
1570.2130,0.455449
1570.2140,0.443097
1570.2150,0.432613
1570.2160,0.442066
1570.2170,0.449700
1570.2180,0.442891
1570.2190,0.429361
1570.2200,0.453937
1570.2210,0.442028
1570.2220,0.433579
1570.2230,0.444471
1570.2240,0.435077
1570.2250,0.441512
1570.2260,0.431511
1570.2270,0.442054
1570.2280,0.441344
1570.2290,0.441123
1570.2300,0.434278
1570.2310,0.442575
1570.2320,0.446043
1570.2330,0.454150
1570.2340,0.439810
1570.2350,0.437937
1570.2360,0.448546
1570.2370,0.435254
1570.2380,0.447137
1570.2390,0.449422
1570.2400,0.449112
1570.2410,0.424711
1570.2420,0.439608
1570.2430,0.444875
1570.2440,0.435818
1570.2450,0.462769
1570.2460,0.465748
1570.2470,0.448733
1570.2480,0.451457
1570.2490,0.450603
1570.2500,0.451710
1570.2510,0.444553
1570.2520,0.453401
1570.2530,0.448358
1570.2540,0.462149
1570.2550,0.458929
1570.2560,0.457032
1570.2570,0.452680
1570.2580,0.449796
1570.2590,0.446283
1570.2600,0.450185
1570.2610,0.461541
1570.2620,0.478424
1570.2630,0.456420
1570.2640,0.483385
1570.2650,0.477809
1570.2660,0.475902
1570.2670,0.464703
1570.2680,0.481385
1570.2690,0.470860
1570.2700,0.485624
1570.2710,0.480928
1570.2720,0.469576
1570.2730,0.460273
1570.2740,0.488716
1570.2750,0.493039
1570.2760,0.485046
1570.2770,0.498938
1570.2780,0.500199
1570.2790,0.479139
1570.2800,0.485512
1570.2810,0.505587
1570.2820,0.489681
1570.2830,0.476236
1570.2840,0.490901
1570.2850,0.511414
1570.2860,0.499988
1570.2870,0.511055
1570.2880,0.509128
1570.2890,0.488814
1570.2900,0.510256
1570.2910,0.505822
1570.2920,0.501128
1570.2930,0.513310
1570.2940,0.494841
1570.2950,0.526345
1570.2960,0.502716
1570.2970,0.508982
1570.2980,0.505791
1570.2990,0.510369
1570.3000,0.518706
1570.3010,0.487759
1570.3020,0.528000
1570.3030,0.517383
1570.3040,0.524821
1570.3050,0.515806
1570.3060,0.507720
1570.3070,0.494964
1570.3080,0.508011
1570.3090,0.521766
1570.3100,0.509661
1570.3110,0.517878
1570.3120,0.504394
1570.3130,0.507173
1570.3140,0.514850
1570.3150,0.504712
