wavelength_nm,transmission
1.547676999999700229e+03,9.605471099359076392e-01
1.547677999999700205e+03,9.626803935367680420e-01
1.547678999999700181e+03,9.662639754831137129e-01
1.547679999999700158e+03,9.726587404789497349e-01
1.547680999999700134e+03,9.657578087859762794e-01
1.547681999999700110e+03,9.689217919963039050e-01
1.547682999999700087e+03,9.673693932393782058e-01
1.547683999999700063e+03,9.724447885908310552e-01
1.547684999999700040e+03,9.609221229435193079e-01
1.547685999999700016e+03,9.702061115659866841e-01
1.547686999999699992e+03,9.664678904217139932e-01
1.547687999999699969e+03,9.709642339582581494e-01
1.547688999999699945e+03,9.639887634498442992e-01
1.547689999999699921e+03,9.673646424926101162e-01
1.547690999999699898e+03,9.668582053531662446e-01
1.547691999999699874e+03,9.632596359374533401e-01
1.547692999999699850e+03,9.621488550366571468e-01
1.547693999999699827e+03,9.649499745440448528e-01
1.547694999999699803e+03,9.677924410454400439e-01
1.547695999999699779e+03,9.642461478027004596e-01
1.547696999999699756e+03,9.659545662483646211e-01
1.547697999999699732e+03,9.597327185108197600e-01
1.547698999999699708e+03,9.657943393004564392e-01
1.547699999999699685e+03,9.713723002455445510e-01
1.547700999999699661e+03,9.700996732602688022e-01
1.547701999999699638e+03,9.669322461240064115e-01
1.547702999999699614e+03,9.682555103039905964e-01
1.547703999999699590e+03,9.639688069671966675e-01
1.547704999999699567e+03,9.737805360399444110e-01
1.547705999999699543e+03,9.755547476993691181e-01
1.547706999999699519e+03,9.679438921697821607e-01
1.547707999999699496e+03,9.776482245697581952e-01
1.547708999999699472e+03,9.645656189206508468e-01
1.547709999999699448e+03,9.622828822283564509e-01
1.547710999999699425e+03,9.644495385525083675e-01
1.547711999999699401e+03,9.664108904851199666e-01
1.547712999999699377e+03,9.765379193209369202e-01
1.547713999999699354e+03,9.661658017692826839e-01
1.547714999999699330e+03,9.638525837804708951e-01
1.547715999999699306e+03,9.636981239340983718e-01
1.547716999999699283e+03,9.718527837472020758e-01
1.547717999999699259e+03,9.712826218027621472e-01
1.547718999999699236e+03,9.653522051564796813e-01
1.547719999999699212e+03,9.597916681098368485e-01
1.547720999999699188e+03,9.627811006454740639e-01
1.547721999999699165e+03,9.741811040004364486e-01
1.547722999999699141e+03,9.700519975887911261e-01
1.547723999999699117e+03,9.675592325250927939e-01
1.547724999999699094e+03,9.747733242579432744e-01
1.547725999999699070e+03,9.751318847673966506e-01
1.547726999999699046e+03,9.671553929455866117e-01
1.547727999999699023e+03,9.672294195532111782e-01
1.547728999999698999e+03,9.649720586715927473e-01
1.547729999999698975e+03,9.661623546157916964e-01
1.547730999999698952e+03,9.613559737874198818e-01
1.547731999999698928e+03,9.613402176681949962e-01
1.547732999999698905e+03,9.604116007352860862e-01
1.547733999999698881e+03,9.716400408304950442e-01
1.547734999999698857e+03,9.610575240552837739e-01
1.547735999999698834e+03,9.751034058363824419e-01
1.547736999999698810e+03,9.643824523202063626e-01
1.547737999999698786e+03,9.742537543027365299e-01
1.547738999999698763e+03,9.658445116402538666e-01
1.547739999999698739e+03,9.610403398080199500e-01
1.547740999999698715e+03,9.724405439062128176e-01
1.547741999999698692e+03,9.729132157874016418e-01
1.547742999999698668e+03,9.636818577778092365e-01
1.547743999999698644e+03,9.659797447520277469e-01
1.547744999999698621e+03,9.636834456477042510e-01
1.547745999999698597e+03,9.668247817261140797e-01
1.547746999999698573e+03,9.677384477366656190e-01
1.547747999999698550e+03,9.659018250848705467e-01
1.547748999999698526e+03,9.600320014442014216e-01
1.547749999999698503e+03,9.649842429983875869e-01
1.547750999999698479e+03,9.701220120730631447e-01
1.547751999999698455e+03,9.664724991342619198e-01
1.547752999999698432e+03,9.659984786044985006e-01
1.547753999999698408e+03,9.635852622676424062e-01
1.547754999999698384e+03,9.648682738255526248e-01
1.547755999999698361e+03,9.729443661034613555e-01
1.547756999999698337e+03,9.627495425436009002e-01
1.547757999999698313e+03,9.701920053688026790e-01
1.547758999999698290e+03,9.674969787932137244e-01
1.547759999999698266e+03,9.682880290046346206e-01
1.547760999999698242e+03,9.643793731843965933e-01
1.547761999999698219e+03,9.659016843130877605e-01
1.547762999999698195e+03,9.672858920367153335e-01
1.547763999999698171e+03,9.652260673891872589e-01
1.547764999999698148e+03,9.686344096629049272e-01
1.547765999999698124e+03,9.691383668181328126e-01
1.547766999999698101e+03,9.759993502616013394e-01
1.547767999999698077e+03,9.684211804035215421e-01
1.547768999999698053e+03,9.596593296873034973e-01
1.547769999999698030e+03,9.719602401593031571e-01
1.547770999999698006e+03,9.664925282981590149e-01
1.547771999999697982e+03,9.753555428463340782e-01
1.547772999999697959e+03,9.731913532345772833e-01
1.547773999999697935e+03,9.652863834187432879e-01
1.547774999999697911e+03,9.701948451161668263e-01
1.547775999999697888e+03,9.649311779138551870e-01
1.547776999999697864e+03,9.673175098307735809e-01
1.547777999999697840e+03,9.700104172979503447e-01
1.547778999999697817e+03,9.717581938743593550e-01
1.547779999999697793e+03,9.708867148686605164e-01
1.547780999999697769e+03,9.676055320761152156e-01
1.547781999999697746e+03,9.772389346356641360e-01
1.547782999999697722e+03,9.658448063867715039e-01
1.547783999999697699e+03,9.608757179534448412e-01
1.547784999999697675e+03,9.616453392557626767e-01
1.547785999999697651e+03,9.731997668016358904e-01
1.547786999999697628e+03,9.669967071337040032e-01
1.547787999999697604e+03,9.679391152238787654e-01
1.547788999999697580e+03,9.651323396164090962e-01
1.547789999999697557e+03,9.654911586084898856e-01
1.547790999999697533e+03,9.641531019558881033e-01
1.547791999999697509e+03,9.691855890107224925e-01
1.547792999999697486e+03,9.669109499280065245e-01
1.547793999999697462e+03,9.690399584324926874e-01
1.547794999999697438e+03,9.686571412673986581e-01
1.547795999999697415e+03,9.655953070775435965e-01
1.547796999999697391e+03,9.614633172772961700e-01
1.547797999999697367e+03,9.611144426408362307e-01
1.547798999999697344e+03,9.794036321172588933e-01
1.547799999999697320e+03,9.732090877325790812e-01
1.547800999999697297e+03,9.726564759050811970e-01
1.547801999999697273e+03,9.645966535699019850e-01
1.547802999999697249e+03,9.673324383704349216e-01
1.547803999999697226e+03,9.640322503800973220e-01
1.547804999999697202e+03,9.620446587594616572e-01
1.547805999999697178e+03,9.649371621249163145e-01
1.547806999999697155e+03,9.725962486017986075e-01
1.547807999999697131e+03,9.706537262323914339e-01
1.547808999999697107e+03,9.634097722493818461e-01
1.547809999999697084e+03,9.660299030205957704e-01
1.547810999999697060e+03,9.702848463481502650e-01
1.547811999999697036e+03,9.650036379923134788e-01
1.547812999999697013e+03,9.676050219382097417e-01
1.547813999999696989e+03,9.688932036058058861e-01
1.547814999999696965e+03,9.688486563561550247e-01
1.547815999999696942e+03,9.683006196630660201e-01
1.547816999999696918e+03,9.646683365327437532e-01
1.547817999999696895e+03,9.650782976251766065e-01
1.547818999999696871e+03,9.627466507881402569e-01
1.547819999999696847e+03,9.610349415105801096e-01
1.547820999999696824e+03,9.668203140794098260e-01
1.547821999999696800e+03,9.705433521371543693e-01
1.547822999999696776e+03,9.617561722057341722e-01
1.547823999999696753e+03,9.683681663331741296e-01
1.547824999999696729e+03,9.704137532552130629e-01
1.547825999999696705e+03,9.599272318419814765e-01
1.547826999999696682e+03,9.661907645028217084e-01
1.547827999999696658e+03,9.738568351617585828e-01
1.547828999999696634e+03,9.694786473579345421e-01
1.547829999999696611e+03,9.597879270880397273e-01
1.547830999999696587e+03,9.699019694017222415e-01
1.547831999999696563e+03,9.642765037133699257e-01
1.547832999999696540e+03,9.700315014193178209e-01
1.547833999999696516e+03,9.645047529117168894e-01
1.547834999999696493e+03,9.670517399502258638e-01
1.547835999999696469e+03,9.651124718740461406e-01
1.547836999999696445e+03,9.672740305304532438e-01
1.547837999999696422e+03,9.649910191059591913e-01
1.547838999999696398e+03,9.663647104685351152e-01
1.547839999999696374e+03,9.625551505058670410e-01
1.547840999999696351e+03,9.692188994965081905e-01
1.547841999999696327e+03,9.679560759967534844e-01
1.547842999999696303e+03,9.607874639848842380e-01
1.547843999999696280e+03,9.712239003132627779e-01
1.547844999999696256e+03,9.665457062972725444e-01
1.547845999999696232e+03,9.678965156568204442e-01
1.547846999999696209e+03,9.703063041688165802e-01
1.547847999999696185e+03,9.685596013321048359e-01
1.547848999999696161e+03,9.719060033519381081e-01
1.547849999999696138e+03,9.660705504585072045e-01
1.547850999999696114e+03,9.713799753956354754e-01
1.547851999999696091e+03,9.677324650998949673e-01
1.547852999999696067e+03,9.692697925795652480e-01
1.547853999999696043e+03,9.688522513009498738e-01
1.547854999999696020e+03,9.721991151149933508e-01
1.547855999999695996e+03,9.701202859882149809e-01
1.547856999999695972e+03,9.654612807296530930e-01
1.547857999999695949e+03,9.646664041089832997e-01
1.547858999999695925e+03,9.670308488063716901e-01
1.547859999999695901e+03,9.641878362224005627e-01
1.547860999999695878e+03,9.630178332501145855e-01
1.547861999999695854e+03,9.587127357262225091e-01
1.547862999999695830e+03,9.610262215999603175e-01
1.547863999999695807e+03,9.751632085840397091e-01
1.547864999999695783e+03,9.645938761304605480e-01
1.547865999999695759e+03,9.748319957993453189e-01
1.547866999999695736e+03,9.688290339581052679e-01
1.547867999999695712e+03,9.670156279033652602e-01
1.547868999999695689e+03,9.612104674427375262e-01
1.547869999999695665e+03,9.672297748968247122e-01
1.547870999999695641e+03,9.747780292719948614e-01
1.547871999999695618e+03,9.734380195556284754e-01
1.547872999999695594e+03,9.683025890523829782e-01
1.547873999999695570e+03,9.626091063273667370e-01
1.547874999999695547e+03,9.633732472475361464e-01
1.547875999999695523e+03,9.637896535814681753e-01
1.547876999999695499e+03,9.723107364807781483e-01
1.547877999999695476e+03,9.737230778226788619e-01
1.547878999999695452e+03,9.679778302165186199e-01
1.547879999999695428e+03,9.659799834253268713e-01
1.547880999999695405e+03,9.733851769380982288e-01
1.547881999999695381e+03,9.632740540662075857e-01
1.547882999999695357e+03,9.673936383133930894e-01
1.547883999999695334e+03,9.690361892705616764e-01
1.547884999999695310e+03,9.637310866100873286e-01
1.547885999999695287e+03,9.646365794176594566e-01
1.547886999999695263e+03,9.643232167499268259e-01
1.547887999999695239e+03,9.728429887541254484e-01
1.547888999999695216e+03,9.748314482029799555e-01
1.547889999999695192e+03,9.676310304824177200e-01
1.547890999999695168e+03,9.660968507832374819e-01
1.547891999999695145e+03,9.647682091056837272e-01
1.547892999999695121e+03,9.671723904391295035e-01
1.547893999999695097e+03,9.649623334658053997e-01
1.547894999999695074e+03,9.667728982960566153e-01
1.547895999999695050e+03,9.688117328602839917e-01
1.547896999999695026e+03,9.655353156099473200e-01
1.547897999999695003e+03,9.663959644547438499e-01
1.547898999999694979e+03,9.664102316014731020e-01
1.547899999999694955e+03,9.658795121531275063e-01
1.547900999999694932e+03,9.653816742492001834e-01
1.547901999999694908e+03,9.701939355504808349e-01
1.547902999999694885e+03,9.600598719218231825e-01
1.547903999999694861e+03,9.734375858915655932e-01
1.547904999999694837e+03,9.676802182463665192e-01
1.547905999999694814e+03,9.695757881570021830e-01
1.547906999999694790e+03,9.700336299680228924e-01
1.547907999999694766e+03,9.642986667019268765e-01
1.547908999999694743e+03,9.634710371496030268e-01
1.547909999999694719e+03,9.629969457950404710e-01
1.547910999999694695e+03,9.661352859021767880e-01
1.547911999999694672e+03,9.699178954054816781e-01
1.547912999999694648e+03,9.647835306876023642e-01
1.547913999999694624e+03,9.695477910313161640e-01
1.547914999999694601e+03,9.576418488116904548e-01
1.547915999999694577e+03,9.655687176317051534e-01
1.547916999999694553e+03,9.717769722000039190e-01
1.547917999999694530e+03,9.664219574024169868e-01
1.547918999999694506e+03,9.637866713834917221e-01
1.547919999999694483e+03,9.644732599514261873e-01
1.547920999999694459e+03,9.549859130433488996e-01
1.547921999999694435e+03,9.630481494150756605e-01
1.547922999999694412e+03,9.713216603349803524e-01
1.547923999999694388e+03,9.647596048743231067e-01
1.547924999999694364e+03,9.652291431413376754e-01
1.547925999999694341e+03,9.577573600407902621e-01
1.547926999999694317e+03,9.605585293699578919e-01
1.547927999999694293e+03,9.718393325658964965e-01
1.547928999999694270e+03,9.695455510406064681e-01
1.547929999999694246e+03,9.618838410178125464e-01
1.547930999999694222e+03,9.645485135638262042e-01
1.547931999999694199e+03,9.669513033074214059e-01
1.547932999999694175e+03,9.622806548646631875e-01
1.547933999999694151e+03,9.590457469395308188e-01
1.547934999999694128e+03,9.664226211724072924e-01
1.547935999999694104e+03,9.693470207896033308e-01
1.547936999999694081e+03,9.694211232106403342e-01
1.547937999999694057e+03,9.705517344386804801e-01
1.547938999999694033e+03,9.608336303901001685e-01
1.547939999999694010e+03,9.672765251951029875e-01
1.547940999999693986e+03,9.659681537972933940e-01
1.547941999999693962e+03,9.666901017924625084e-01
1.547942999999693939e+03,9.661888668639891931e-01
1.547943999999693915e+03,9.643911931260268355e-01
1.547944999999693891e+03,9.549588000694240186e-01
1.547945999999693868e+03,9.716742375963562939e-01
1.547946999999693844e+03,9.683438253957961095e-01
1.547947999999693820e+03,9.610836323977024476e-01
1.547948999999693797e+03,9.689102285700154082e-01
1.547949999999693773e+03,9.652253767386084204e-01
1.547950999999693749e+03,9.653355843100356326e-01
1.547951999999693726e+03,9.639346763815321850e-01
1.547952999999693702e+03,9.691529014947520837e-01
1.547953999999693679e+03,9.638027137418083701e-01
1.547954999999693655e+03,9.626114813165361772e-01
1.547955999999693631e+03,9.715225949478805134e-01
1.547956999999693608e+03,9.662768693247366647e-01
1.547957999999693584e+03,9.663992122782429917e-01
1.547958999999693560e+03,9.697557608120795924e-01
1.547959999999693537e+03,9.643122876410109567e-01
1.547960999999693513e+03,9.651067354902194140e-01
1.547961999999693489e+03,9.681989066214424788e-01
1.547962999999693466e+03,9.608072161221352658e-01
1.547963999999693442e+03,9.678537873385777424e-01
1.547964999999693418e+03,9.639431935667666096e-01
1.547965999999693395e+03,9.703845616601889379e-01
1.547966999999693371e+03,9.691459401219665315e-01
1.547967999999693347e+03,9.686140794064387327e-01
1.547968999999693324e+03,9.605246341905345764e-01
1.547969999999693300e+03,9.665354536550008202e-01
1.547970999999693277e+03,9.622365190922160805e-01
1.547971999999693253e+03,9.667946634698978414e-01
1.547972999999693229e+03,9.576775177744758505e-01
1.547973999999693206e+03,9.607718084636165390e-01
1.547974999999693182e+03,9.716877566849905223e-01
1.547975999999693158e+03,9.684043033261908739e-01
1.547976999999693135e+03,9.655092792674149216e-01
1.547977999999693111e+03,9.632860050670205565e-01
1.547978999999693087e+03,9.625803820557581325e-01
1.547979999999693064e+03,9.677144237853755326e-01
1.547980999999693040e+03,9.655356582388225917e-01
1.547981999999693016e+03,9.730931465985876994e-01
1.547982999999692993e+03,9.661638570520768576e-01
1.547983999999692969e+03,9.671341316493047291e-01
1.547984999999692945e+03,9.613415572404752085e-01
1.547985999999692922e+03,9.654490793312904273e-01
1.547986999999692898e+03,9.675961306612944623e-01
1.547987999999692875e+03,9.653932946977202834e-01
1.547988999999692851e+03,9.649381796051776927e-01
1.547989999999692827e+03,9.681845721370306856e-01
1.547990999999692804e+03,9.729324503569600768e-01
1.547991999999692780e+03,9.674492420120236469e-01
1.547992999999692756e+03,9.714423006715852127e-01
1.547993999999692733e+03,9.693481397644048148e-01
1.547994999999692709e+03,9.711953021823047649e-01
1.547995999999692685e+03,9.644151511351654049e-01
1.547996999999692662e+03,9.660224467121135694e-01
1.547997999999692638e+03,9.660351719940550863e-01
1.547998999999692614e+03,9.690274685329972604e-01
1.547999999999692591e+03,9.700080879127997990e-01
1.548000999999692567e+03,9.673347221562306197e-01
1.548001999999692543e+03,9.703373682027910396e-01
1.548002999999692520e+03,9.645732442236120141e-01
1.548003999999692496e+03,9.703640923212191183e-01
1.548004999999692473e+03,9.708818155993933496e-01
1.548005999999692449e+03,9.695245426814421696e-01
1.548006999999692425e+03,9.673471996479716672e-01
1.548007999999692402e+03,9.696597608123389556e-01
1.548008999999692378e+03,9.632263803459842899e-01
1.548009999999692354e+03,9.675917617473407395e-01
1.548010999999692331e+03,9.679962528421173218e-01
1.548011999999692307e+03,9.614720302923137618e-01
1.548012999999692283e+03,9.686842957352153061e-01
1.548013999999692260e+03,9.617865333709675335e-01
1.548014999999692236e+03,9.650659684072787625e-01
1.548015999999692212e+03,9.669325025395281159e-01
1.548016999999692189e+03,9.638463140490022285e-01
1.548017999999692165e+03,9.670952604120655050e-01
1.548018999999692142e+03,9.670270406776748651e-01
1.548019999999692118e+03,9.634758384085062577e-01
1.548020999999692094e+03,9.690241988463065281e-01
1.548021999999692071e+03,9.636913948413141640e-01
1.548022999999692047e+03,9.758956219988947911e-01
1.548023999999692023e+03,9.663014966573798548e-01
1.548024999999692000e+03,9.620499066302772295e-01
1.548025999999691976e+03,9.627933712171840019e-01
1.548026999999691952e+03,9.713166990283947921e-01
1.548027999999691929e+03,9.650853932775647070e-01
1.548028999999691905e+03,9.612625511747593388e-01
1.548029999999691881e+03,9.701280477505822564e-01
1.548030999999691858e+03,9.650464753968680531e-01
1.548031999999691834e+03,9.693180070118667668e-01
1.548032999999691810e+03,9.704421349265228702e-01
1.548033999999691787e+03,9.677932506763597953e-01
1.548034999999691763e+03,9.762745356454477497e-01
1.548035999999691740e+03,9.597874294805611717e-01
1.548036999999691716e+03,9.634100763924721145e-01
1.548037999999691692e+03,9.656535377717744284e-01
1.548038999999691669e+03,9.757174768603251724e-01
1.548039999999691645e+03,9.738602214447983352e-01
1.548040999999691621e+03,9.718183877189975339e-01
1.548041999999691598e+03,9.634825250417651255e-01
1.548042999999691574e+03,9.639443422750630930e-01
1.548043999999691550e+03,9.633355254008426627e-01
1.548044999999691527e+03,9.635114061781752115e-01
1.548045999999691503e+03,9.726112642338784475e-01
1.548046999999691479e+03,9.656606932749762784e-01
1.548047999999691456e+03,9.661850689669809755e-01
1.548048999999691432e+03,9.697238925273410359e-01
1.548049999999691408e+03,9.599675011385933043e-01
1.548050999999691385e+03,9.668274478797952431e-01
1.548051999999691361e+03,9.622246131488574328e-01
1.548052999999691338e+03,9.654296597629387078e-01
1.548053999999691314e+03,9.642568399677182711e-01
1.548054999999691290e+03,9.640457869785595824e-01
1.548055999999691267e+03,9.674952083333894226e-01
1.548056999999691243e+03,9.674728897887839851e-01
1.548057999999691219e+03,9.657038928277373868e-01
1.548058999999691196e+03,9.680610354989618305e-01
1.548059999999691172e+03,9.630989468468453829e-01
1.548060999999691148e+03,9.692948393147082786e-01
1.548061999999691125e+03,9.657387745273481316e-01
1.548062999999691101e+03,9.646239750981178140e-01
1.548063999999691077e+03,9.633746367879537642e-01
1.548064999999691054e+03,9.655831088425618214e-01
1.548065999999691030e+03,9.740262663272187815e-01
1.548066999999691006e+03,9.662854488047709633e-01
1.548067999999690983e+03,9.619560683001061596e-01
1.548068999999690959e+03,9.702039212497008958e-01
1.548069999999690936e+03,9.646358777599046697e-01
1.548070999999690912e+03,9.676535580278872173e-01
1.548071999999690888e+03,9.640907943073545594e-01
1.548072999999690865e+03,9.716314282676939973e-01
1.548073999999690841e+03,9.641401784703925726e-01
1.548074999999690817e+03,9.720895159092705073e-01
1.548075999999690794e+03,9.622958921633106844e-01
1.548076999999690770e+03,9.653161434778793071e-01
1.548077999999690746e+03,9.720825707009208561e-01
1.548078999999690723e+03,9.671500870146130246e-01
1.548079999999690699e+03,9.755580404669668138e-01
1.548080999999690675e+03,9.653903855175502979e-01
1.548081999999690652e+03,9.674898733760609604e-01
1.548082999999690628e+03,9.740770377415607362e-01
1.548083999999690604e+03,9.603954705194657215e-01
1.548084999999690581e+03,9.598948700352084584e-01
1.548085999999690557e+03,9.632585282935525184e-01
1.548086999999690534e+03,9.696887266522380422e-01
1.548087999999690510e+03,9.599904901150306813e-01
1.548088999999690486e+03,9.688127340952567002e-01
1.548089999999690463e+03,9.685259917388461259e-01
1.548090999999690439e+03,9.744713370614239700e-01
1.548091999999690415e+03,9.705903110788642874e-01
1.548092999999690392e+03,9.678591516601245948e-01
1.548093999999690368e+03,9.718340458738478072e-01
1.548094999999690344e+03,9.685476774152637081e-01
1.548095999999690321e+03,9.645463130490277148e-01
1.548096999999690297e+03,9.618026858799535450e-01
1.548097999999690273e+03,9.640981464026019410e-01
1.548098999999690250e+03,9.662097972617751385e-01
1.548099999999690226e+03,9.670646344420832374e-01
1.548100999999690202e+03,9.578182306119750189e-01
1.548101999999690179e+03,9.654752079759821859e-01
1.548102999999690155e+03,9.664621968377704597e-01
1.548103999999690132e+03,9.685324241203618900e-01
1.548104999999690108e+03,9.728438665943668351e-01
1.548105999999690084e+03,9.670736500767216359e-01
1.548106999999690061e+03,9.626871414525379755e-01
1.548107999999690037e+03,9.590474166026055070e-01
1.548108999999690013e+03,9.690621033107612581e-01
1.548109999999689990e+03,9.628320195484599830e-01
1.548110999999689966e+03,9.697700105747881771e-01
1.548111999999689942e+03,9.718866211312553460e-01
1.548112999999689919e+03,9.601149034968321505e-01
1.548113999999689895e+03,9.685010190206186920e-01
1.548114999999689871e+03,9.714501688434906690e-01
1.548115999999689848e+03,9.703500511165643605e-01
1.548116999999689824e+03,9.578825748829314923e-01
1.548117999999689800e+03,9.628476674734265384e-01
1.548118999999689777e+03,9.611357208636203131e-01
1.548119999999689753e+03,9.683444853583355050e-01
1.548120999999689730e+03,9.678980365050483536e-01
1.548121999999689706e+03,9.554472824000825870e-01
1.548122999999689682e+03,9.650296275598162499e-01
1.548123999999689659e+03,9.694299217374984234e-01
1.548124999999689635e+03,9.668130189949586395e-01
1.548125999999689611e+03,9.668002395701262852e-01
1.548126999999689588e+03,9.647492382606850381e-01
1.548127999999689564e+03,9.619674746173118018e-01
1.548128999999689540e+03,9.661290247239826545e-01
1.548129999999689517e+03,9.663996157315863922e-01
1.548130999999689493e+03,9.686462381895457607e-01
1.548131999999689469e+03,9.689651822667491032e-01
1.548132999999689446e+03,9.665165749926925010e-01
1.548133999999689422e+03,9.705466938113221920e-01
1.548134999999689398e+03,9.646612770132225734e-01
1.548135999999689375e+03,9.603787770402546498e-01
1.548136999999689351e+03,9.680569739380827654e-01
1.548137999999689328e+03,9.666481457306511649e-01
1.548138999999689304e+03,9.681242061459828241e-01
1.548139999999689280e+03,9.610725115832398080e-01
1.548140999999689257e+03,9.732873225523335226e-01
1.548141999999689233e+03,9.689599534079597065e-01
1.548142999999689209e+03,9.649597460841276009e-01
1.548143999999689186e+03,9.623636953040097808e-01
1.548144999999689162e+03,9.704078801198054993e-01
1.548145999999689138e+03,9.616859302960496514e-01
1.548146999999689115e+03,9.751321960312953063e-01
1.548147999999689091e+03,9.636276286475351505e-01
1.548148999999689067e+03,9.729561653133512733e-01
1.548149999999689044e+03,9.653299297408487467e-01
1.548150999999689020e+03,9.723844765266875800e-01
1.548151999999688996e+03,9.631156648640806228e-01
1.548152999999688973e+03,9.661241180009426666e-01
1.548153999999688949e+03,9.692613878038882635e-01
1.548154999999688926e+03,9.686843014332290336e-01
1.548155999999688902e+03,9.704326270368321961e-01
1.548156999999688878e+03,9.640732624770081971e-01
1.548157999999688855e+03,9.663559400856454040e-01
1.548158999999688831e+03,9.710038009860648689e-01
1.548159999999688807e+03,9.631827491986113543e-01
1.548160999999688784e+03,9.682874444147742121e-01
1.548161999999688760e+03,9.651141326232295370e-01
1.548162999999688736e+03,9.668077478737809871e-01
1.548163999999688713e+03,9.663159146371506081e-01
1.548164999999688689e+03,9.628180279572045031e-01
1.548165999999688665e+03,9.649218190514111670e-01
1.548166999999688642e+03,9.665377365643812446e-01
1.548167999999688618e+03,9.655405117799444881e-01
1.548168999999688594e+03,9.722357362811797632e-01
1.548169999999688571e+03,9.699779839109314850e-01
1.548170999999688547e+03,9.670914373797357966e-01
1.548171999999688524e+03,9.628722688634087090e-01
1.548172999999688500e+03,9.626220839476615776e-01
1.548173999999688476e+03,9.738067276958134455e-01
1.548174999999688453e+03,9.618652335743598236e-01
1.548175999999688429e+03,9.663534900857895238e-01
1.548176999999688405e+03,9.673351073017826263e-01
1.548177999999688382e+03,9.646392632124145550e-01
1.548178999999688358e+03,9.618689726828710818e-01
1.548179999999688334e+03,9.627314156629911412e-01
1.548180999999688311e+03,9.636781812487890120e-01
1.548181999999688287e+03,9.630194133879171892e-01
1.548182999999688263e+03,9.711614346168315759e-01
1.548183999999688240e+03,9.658072018297109151e-01
1.548184999999688216e+03,9.637416387444136534e-01
1.548185999999688192e+03,9.662577972620153277e-01
1.548186999999688169e+03,9.684948952436566172e-01
1.548187999999688145e+03,9.644376839388297817e-01
1.548188999999688122e+03,9.694171636952813031e-01
1.548189999999688098e+03,9.607177117859017068e-01
1.548190999999688074e+03,9.704805584040907540e-01
1.548191999999688051e+03,9.657525641387129101e-01
1.548192999999688027e+03,9.655893383491988002e-01
1.548193999999688003e+03,9.630023293593424905e-01
1.548194999999687980e+03,9.608559696851192156e-01
1.548195999999687956e+03,9.590936506692543384e-01
1.548196999999687932e+03,9.627021846038478214e-01
1.548197999999687909e+03,9.680969216974065761e-01
1.548198999999687885e+03,9.618940373357969253e-01
1.548199999999687861e+03,9.595382651732695667e-01
1.548200999999687838e+03,9.620886882515818916e-01
1.548201999999687814e+03,9.641784924977947480e-01
1.548202999999687790e+03,9.643286818506696667e-01
1.548203999999687767e+03,9.651879607890150314e-01
1.548204999999687743e+03,9.698267882005685570e-01
1.548205999999687720e+03,9.706861956833746641e-01
1.548206999999687696e+03,9.737038277940677222e-01
1.548207999999687672e+03,9.591751330806703724e-01
1.548208999999687649e+03,9.622439959811405208e-01
1.548209999999687625e+03,9.684542263524442696e-01
1.548210999999687601e+03,9.638368996771706776e-01
1.548211999999687578e+03,9.690888939937436497e-01
1.548212999999687554e+03,9.664669101765731574e-01
1.548213999999687530e+03,9.719479664114168971e-01
1.548214999999687507e+03,9.697946919222594220e-01
1.548215999999687483e+03,9.698605566548567092e-01
1.548216999999687459e+03,9.639616511895191531e-01
1.548217999999687436e+03,9.652119265164378348e-01
1.548218999999687412e+03,9.643733731531828335e-01
1.548219999999687388e+03,9.595634203059150158e-01
1.548220999999687365e+03,9.714666526202930807e-01
1.548221999999687341e+03,9.685536963790445375e-01
1.548222999999687318e+03,9.641845950271182852e-01
1.548223999999687294e+03,9.707756147743248354e-01
1.548224999999687270e+03,9.630283002266908365e-01
1.548225999999687247e+03,9.581897438641004960e-01
1.548226999999687223e+03,9.695642565356972220e-01
1.548227999999687199e+03,9.604130172467477689e-01
1.548228999999687176e+03,9.647366218476373101e-01
1.548229999999687152e+03,9.663366662869840029e-01
1.548230999999687128e+03,9.670464708062915804e-01
1.548231999999687105e+03,9.688906338524051476e-01
1.548232999999687081e+03,9.678128404366901361e-01
1.548233999999687057e+03,9.676813948527018816e-01
1.548234999999687034e+03,9.623111925509083564e-01
1.548235999999687010e+03,9.666435337657923732e-01
1.548236999999686986e+03,9.594367044460916372e-01
1.548237999999686963e+03,9.716997848487496370e-01
1.548238999999686939e+03,9.598332894344955291e-01
1.548239999999686916e+03,9.640500890028832481e-01
1.548240999999686892e+03,9.601526359903930219e-01
1.548241999999686868e+03,9.624997373592384386e-01
1.548242999999686845e+03,9.654663706954135227e-01
1.548243999999686821e+03,9.632898641525798888e-01
1.548244999999686797e+03,9.699741060813661386e-01
1.548245999999686774e+03,9.662969346111788260e-01
1.548246999999686750e+03,9.635298861326013764e-01
1.548247999999686726e+03,9.648393768427078188e-01
1.548248999999686703e+03,9.702446709220875487e-01
1.548249999999686679e+03,9.689935021837221552e-01
1.548250999999686655e+03,9.607950696640079613e-01
1.548251999999686632e+03,9.626196660130826865e-01
1.548252999999686608e+03,9.672335368213730300e-01
1.548253999999686584e+03,9.667399336225150908e-01
1.548254999999686561e+03,9.611170159067294883e-01
1.548255999999686537e+03,9.683071082930010398e-01
1.548256999999686514e+03,9.617391503154133492e-01
1.548257999999686490e+03,9.705099839963213793e-01
